Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-24	2019-05-24	1.5	0.0	0.0	0.0	-1500.0
2019-05-24	2019-05-27	1.5	41.25	41.25	0.0	-1500.0
2019-05-24	2019-05-28	1.5	125.25	166.5	47.25	-1452.75
2019-05-24	2019-05-29	1.5	-11.25	155.25	166.5	-1333.5
2019-05-24	2019-05-30	1.5	18.0	173.25	166.5	-1333.5
2019-05-24	2019-05-31	1.5	-183.75	-10.5	208.75	-1291.25
2019-05-24	2019-06-03	1.5	78.75	68.25	208.75	-1291.25
2019-05-24	2019-06-04	1.5	-41.25	27.0	208.75	-1291.25
2019-05-24	2019-06-05	1.5	22.5	49.5	208.75	-1291.25
2019-05-24	2019-06-06	1.5	174.0	223.5	208.75	-1291.25
2019-05-24	2019-06-07	1.5	198.0	421.5	223.5	-1276.5
2019-05-24	2019-06-10	1.5	-39.75	381.75	421.5	-1078.5
2019-05-24	2019-06-11	1.5	15.75	397.5	421.5	-1078.5
2019-05-24	2019-06-12	1.5	-60.75	336.75	421.5	-1078.5
2019-05-24	2019-06-13	1.5	120.0	456.75	421.5	-1078.5
2019-05-24	2019-06-14	1.5	14.25	471.0	490.75	-1009.25
2019-05-24	2019-06-17	1.5	-18.75	452.25	490.75	-1009.25
2019-05-24	2019-06-18	1.5	281.25	733.5	490.75	-1009.25
2019-05-24	2019-06-19	1.5	-84.0	649.5	733.5	-766.5
2019-05-24	2019-06-20	1.5	55.5	705.0	733.5	-766.5
2019-05-24	2019-06-21	1.5	-84.0	621.0	733.5	-766.5
2019-05-24	2019-06-24	1.5	-41.25	579.75	733.5	-766.5
2019-05-24	2019-06-25	1.5	51.0	630.75	733.5	-766.5
2019-05-24	2019-06-26	1.5	206.25	837.0	733.5	-766.5
2019-05-24	2019-06-27	1.5	9.75	846.75	880.5	-619.5
2019-05-24	2019-06-28	1.5	63.0	909.75	880.5	-619.5
2019-05-24	2019-07-02	1.5	111.0	1020.75	909.75	-590.25
2019-05-24	2019-07-03	1.5	51.75	1072.5	1020.75	-479.25
2019-05-24	2019-07-04	1.5	20.25	1092.75	1072.5	-427.5
2019-05-24	2019-07-05	1.5	-101.25	991.5	1092.75	-407.25
2019-05-24	2019-07-08	1.5	-36.75	954.75	1092.75	-407.25
2019-05-24	2019-07-09	1.5	-17.25	937.5	1092.75	-407.25
2019-05-24	2019-07-10	1.5	296.25	1233.75	1092.75	-407.25
2019-05-24	2019-07-11	1.5	77.25	1311.0	1233.75	-266.25
2019-05-24	2019-07-12	1.5	14.25	1325.25	1311.0	-189.0
2019-05-24	2019-07-15	1.5	123.75	1449.0	1360.75	-139.25
2019-05-24	2019-07-16	1.5	-96.75	1352.25	1449.0	-51.0
2019-05-24	2019-07-17	1.5	16.5	1368.75	1449.0	-51.0
2019-05-24	2019-07-18	1.5	222.75	1591.5	1449.0	-51.0
2019-05-27	2019-05-27	1.5	41.25	41.25	0.0	-1500.0
2019-05-27	2019-05-28	1.5	125.25	166.5	47.25	-1452.75
2019-05-27	2019-05-29	1.5	-11.25	155.25	166.5	-1333.5
2019-05-27	2019-05-30	1.5	18.0	173.25	166.5	-1333.5
2019-05-27	2019-05-31	1.5	-183.75	-10.5	208.75	-1291.25
2019-05-27	2019-06-03	1.5	78.75	68.25	208.75	-1291.25
2019-05-27	2019-06-04	1.5	-41.25	27.0	208.75	-1291.25
2019-05-27	2019-06-05	1.5	22.5	49.5	208.75	-1291.25
2019-05-27	2019-06-06	1.5	174.0	223.5	208.75	-1291.25
2019-05-27	2019-06-07	1.5	198.0	421.5	223.5	-1276.5
2019-05-27	2019-06-10	1.5	-39.75	381.75	421.5	-1078.5
2019-05-27	2019-06-11	1.5	15.75	397.5	421.5	-1078.5
2019-05-27	2019-06-12	1.5	-60.75	336.75	421.5	-1078.5
2019-05-27	2019-06-13	1.5	120.0	456.75	421.5	-1078.5
2019-05-27	2019-06-14	1.5	14.25	471.0	490.75	-1009.25
2019-05-27	2019-06-17	1.5	-18.75	452.25	490.75	-1009.25
2019-05-27	2019-06-18	1.5	281.25	733.5	490.75	-1009.25
2019-05-27	2019-06-19	1.5	-84.0	649.5	733.5	-766.5
2019-05-27	2019-06-20	1.5	55.5	705.0	733.5	-766.5
2019-05-27	2019-06-21	1.5	-84.0	621.0	733.5	-766.5
2019-05-27	2019-06-24	1.5	-41.25	579.75	733.5	-766.5
2019-05-27	2019-06-25	1.5	51.0	630.75	733.5	-766.5
2019-05-27	2019-06-26	1.5	206.25	837.0	733.5	-766.5
2019-05-27	2019-06-27	1.5	9.75	846.75	880.5	-619.5
2019-05-27	2019-06-28	1.5	63.0	909.75	880.5	-619.5
2019-05-27	2019-07-02	1.5	111.0	1020.75	909.75	-590.25
2019-05-27	2019-07-03	1.5	51.75	1072.5	1020.75	-479.25
2019-05-27	2019-07-04	1.5	20.25	1092.75	1072.5	-427.5
2019-05-27	2019-07-05	1.5	-101.25	991.5	1092.75	-407.25
2019-05-27	2019-07-08	1.5	-36.75	954.75	1092.75	-407.25
2019-05-27	2019-07-09	1.5	-17.25	937.5	1092.75	-407.25
2019-05-27	2019-07-10	1.5	296.25	1233.75	1092.75	-407.25
2019-05-27	2019-07-11	1.5	77.25	1311.0	1233.75	-266.25
2019-05-27	2019-07-12	1.5	14.25	1325.25	1311.0	-189.0
2019-05-27	2019-07-15	1.5	123.75	1449.0	1360.75	-139.25
2019-05-27	2019-07-16	1.5	-96.75	1352.25	1449.0	-51.0
2019-05-27	2019-07-17	1.5	16.5	1368.75	1449.0	-51.0
2019-05-27	2019-07-18	1.5	222.75	1591.5	1449.0	-51.0
2019-05-28	2019-05-28	1.5	125.25	125.25	0.0	-1500.0
2019-05-28	2019-05-29	1.5	-11.25	114.0	125.25	-1374.75
2019-05-28	2019-05-30	1.5	18.0	132.0	125.25	-1374.75
2019-05-28	2019-05-31	1.5	-183.75	-51.75	167.5	-1332.5
2019-05-28	2019-06-03	1.5	78.75	27.0	167.5	-1332.5
2019-05-28	2019-06-04	1.5	-41.25	-14.25	167.5	-1332.5
2019-05-28	2019-06-05	1.5	22.5	8.25	167.5	-1332.5
2019-05-28	2019-06-06	1.5	174.0	182.25	167.5	-1332.5
2019-05-28	2019-06-07	1.5	198.0	380.25	182.25	-1317.75
