Date	Deposit	P/L (Net)
24.09.2025	21 894.50	41
25.09.2025	21 878.00	-16.5
26.09.2025	21 895.50	17.5
29.09.2025	22 077.50	182
30.09.2025	21 997.00	-80.5
01.10.2025	21 955.50	-41.5
02.10.2025	22 085.00	129.5
03.10.2025	22 210.50	125.5
06.10.2025	22 221.00	10.5
07.10.2025	22 290.50	69.5
08.10.2025	22 296.00	5.5
09.10.2025	22 262.00	-34
10.10.2025	22 239.50	-22.5
