Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-23	2019-05-23	1	0.0	0.0	0.0	-1500.0
2019-05-23	2019-05-24	1	22.5	22.5	0.0	-1500.0
2019-05-23	2019-05-27	1	33.5	56.0	22.5	-1477.5
2019-05-23	2019-05-28	1	27.5	83.5	56.0	-1444.0
2019-05-23	2019-05-29	1	-24.5	59.0	83.5	-1416.5
2019-05-23	2019-05-30	1	47.5	106.5	83.5	-1416.5
2019-05-23	2019-05-31	1	-50.5	56.0	106.5	-1393.5
2019-05-23	2019-06-03	1	5.0	61.0	106.5	-1393.5
2019-05-23	2019-06-04	1	-27.5	33.5	106.5	-1393.5
2019-05-23	2019-06-05	1	15.0	48.5	106.5	-1393.5
2019-05-23	2019-06-06	1	72.5	121.0	106.5	-1393.5
2019-05-23	2019-06-07	1	42.5	163.5	121.0	-1379.0
2019-05-23	2019-06-10	1	-26.5	137.0	163.5	-1336.5
2019-05-23	2019-06-11	1	10.5	147.5	163.5	-1336.5
2019-05-23	2019-06-12	1	-45.5	102.0	163.5	-1336.5
2019-05-23	2019-06-13	1	114.0	216.0	163.5	-1336.5
2019-05-23	2019-06-14	1	9.5	225.5	216.0	-1284.0
2019-05-23	2019-06-17	1	4.5	230.0	225.5	-1274.5
2019-05-23	2019-06-18	1	2.0	232.0	230.0	-1270.0
2019-05-23	2019-06-19	1	1.0	233.0	232.0	-1268.0
2019-05-23	2019-06-20	1	17.5	250.5	233.0	-1267.0
2019-05-23	2019-06-21	1	21.5	272.0	250.5	-1249.5
2019-05-23	2019-06-24	1	0.5	272.5	272.0	-1228.0
2019-05-23	2019-06-25	1	57.0	329.5	272.5	-1227.5
2019-05-23	2019-06-26	1	21.5	351.0	329.5	-1170.5
2019-05-23	2019-06-27	1	28.5	379.5	351.0	-1149.0
2019-05-23	2019-06-28	1	42.0	421.5	379.5	-1120.5
2019-05-23	2019-07-02	2	13.0	434.5	421.5	-1078.5
