Ticket	Entry_time	Exit_time	MAE	MFE	PNL
2	2019.05.24 02:47:40	2019.05.24 06:00:00	-1	45.5	32
4	2019.05.24 09:38:40	2019.05.24 11:30:00	-15	33.5	21
6	2019.05.24 13:00:40	2019.05.24 14:39:40	-13.5	12	-13.5
12	2019.05.27 02:11:40	2019.05.27 02:43:40	-10	9	-10
15	2019.05.27 03:40:40	2019.05.27 10:30:00	-31.5	57	43.5
19	2019.05.27 14:27:40	2019.05.27 23:31:30	-13.5	11	3.5
21	2019.05.28 03:01:40	2019.05.28 04:00:00	-2	19	16.5
23	2019.05.28 04:46:40	2019.05.28 06:00:00	-4	22	21.5
25	2019.05.28 08:22:40	2019.05.28 09:05:40	-9.5	11.5	-9.5
33	2019.05.28 14:41:20	2019.05.28 15:30:00	-7	43	39
35	2019.05.28 16:32:40	2019.05.28 21:42:40	-46.5	61.5	-46.5
38	2019.05.29 01:32:40	2019.05.29 03:09:40	-26.5	2.5	-26.5
41	2019.05.29 04:23:40	2019.05.29 04:40:40	-23	1.5	-23
44	2019.05.29 08:01:40	2019.05.29 08:30:00	-1	16.5	14
49	2019.05.29 10:30:40	2019.05.29 12:27:20	-35.5	12	-35.5
52	2019.05.29 17:15:40	2019.05.29 18:23:40	-67	33	-67
54	2019.05.29 19:26:40	2019.05.29 23:30:00	-49.5	59.5	4
57	2019.05.30 03:02:40	2019.05.30 03:47:40	-18	17	-18
59	2019.05.30 04:20:40	2019.05.30 17:00:00	-33.5	79	65.5
61	2019.05.30 17:36:20	2019.05.30 17:51:40	-35.5	6.5	-35.5
63	2019.05.30 19:37:40	2019.05.30 20:35:40	-37	23	-37
68	2019.05.31 02:08:40	2019.05.31 02:31:40	-10	3.5	-10
71	2019.05.31 04:23:40	2019.05.31 05:31:40	-22	24	-22
81	2019.05.31 14:01:40	2019.05.31 16:50:40	-39.5	33	-39.5
83	2019.05.31 17:49:40	2019.05.31 22:38:40	-75.5	36.5	-75.5
88	2019.06.03 03:34:40	2019.06.03 06:19:40	-22.5	15	-22.5
92	2019.06.03 08:14:20	2019.06.03 10:00:00	-4	39	27.5
95	2019.06.03 11:04:40	2019.06.03 12:30:00	-13.5	41.5	32.5
98	2019.06.03 14:09:40	2019.06.03 14:30:00	-10	16.5	15
103	2019.06.03 21:03:20	2019.06.03 21:58:40	-95	13.5	-95
110	2019.06.04 09:00:40	2019.06.04 09:13:40	-15.5	0.5	-15.5
112	2019.06.04 10:15:40	2019.06.04 11:00:00	-1.5	47.5	41
114	2019.06.04 11:36:40	2019.06.04 15:30:00	-16.5	47.5	41
116	2019.06.04 17:22:40	2019.06.04 18:30:00	-0.5	135	127.5
118	2019.06.04 19:50:40	2019.06.04 23:00:00	-12	75.5	69
